"Type","Bai","Cong","Pan","Hai","Hua","Huang","Li","Nan","Tian","Yue","Area","B","L","R","Floor","HH","HM","Brand","cluster"
1,0,0,0,0,0,0,0,0,0,1,63,2,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,65,2,1,1,17,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,7,4,1,1,32,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,10,3,1,1,33,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,117,1,0,0,32,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,97,3,1,1,30,0,0,1,2
0,0,0,1,0,0,0,0,0,0,0,13,4,1,1,7,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,8,5,1,2,16,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,103,3,2,2,9,0,1,1,3
0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,29,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,22,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,125,4,2,2,28,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,85,2,1,1,19,0,1,1,2
0,0,0,0,0,0,1,0,0,0,0,9,3,1,1,33,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,13,4,1,1,6,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,13,4,1,1,6,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,32,1,0,1,8,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,41,1,1,1,28,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,53,2,1,1,21,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,49,1,1,1,13,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,105,3,2,2,32,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,40,3,1,2,20,0,0,1,3
0,0,0,0,1,0,0,0,0,0,0,9,3,1,1,30,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,60,2,1,1,4,0,1,1,2
0,0,0,0,0,0,0,1,0,0,0,8,3,1,1,32,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,93,3,2,2,18,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,32,1,1,1,22,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,14,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,30,1,1,1,6,0,0,1,4
0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,23,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,114,3,2,2,28,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,102,3,2,1,30,1,0,1,3
0,0,0,1,0,0,0,0,0,0,0,8,5,1,2,23,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,9,4,1,2,13,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,104,3,2,2,21,1,0,1,3
0,0,0,0,0,0,0,0,0,1,0,15,4,1,2,29,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,10,4,1,2,7,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,95,3,1,2,42,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,30,1,1,1,7,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,23,1,0,1,5,1,0,1,4
1,0,0,0,0,0,0,1,0,0,0,34,2,1,1,20,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,39,1,1,1,23,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,99,3,2,2,9,0,1,1,3
0,0,0,0,1,0,0,0,0,0,0,10,2,1,1,21,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,40,1,0,1,13,1,0,1,2
0,0,0,1,0,0,0,0,0,0,0,11,5,1,2,28,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,71,3,2,1,17,0,0,1,3
0,0,0,1,0,0,0,0,0,0,0,13,4,1,2,23,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,97,3,2,2,9,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,100,3,2,1,18,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,70,2,2,1,8,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,70,2,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,39,1,1,1,6,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,151,3,1,1,13,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,110,3,2,1,9,1,0,1,4
1,0,0,0,0,0,0,0,1,0,0,60,2,1,1,24,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,74,2,2,1,6,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,6,4,1,2,12,1,0,0,1
0,0,0,1,0,0,0,0,0,0,0,11,4,1,2,44,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,80,2,2,1,18,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,9,4,1,2,9,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,63,3,1,1,27,0,1,1,2
0,0,0,1,0,0,0,0,0,0,0,15,5,1,2,18,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,14,4,1,2,19,1,0,0,1
1,0,0,0,0,1,0,0,0,0,0,102,3,2,2,27,1,0,1,3
0,0,0,0,1,0,0,0,0,0,0,76,2,1,1,18,0,1,0,1
0,0,0,0,0,0,0,0,0,0,1,15,5,1,3,9,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,90,2,1,1,45,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,64,3,2,2,30,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,7,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,14,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,8,5,1,2,26,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,6,5,1,2,26,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,109,3,1,1,30,1,0,1,2
0,0,0,0,0,0,0,1,0,0,0,6,4,1,2,26,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,112,3,1,2,33,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,75,2,1,1,9,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,19,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,47,1,1,2,21,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,129,3,2,2,26,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,92,2,2,1,33,0,1,1,2
0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,9,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,9,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,7,4,1,1,26,1,0,0,1
0,0,0,0,0,0,0,1,0,0,0,6,4,1,2,34,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,11,4,1,1,9,0,1,0,1
1,0,0,0,0,0,1,0,0,0,0,77,2,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,31,1,0,1,3
0,0,0,0,0,0,0,1,0,0,0,5,4,1,2,34,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0,45,1,1,1,9,0,1,0,2
1,0,0,0,1,0,0,0,0,0,0,149,4,2,2,35,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,76,2,1,1,30,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,66,1,1,1,9,1,0,1,2
0,0,0,0,0,0,1,0,0,0,0,19,4,1,2,11,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,125,4,2,2,32,0,0,1,3
0,0,0,0,0,0,1,0,0,0,0,5,4,1,1,13,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,73,2,1,1,32,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,85,2,1,1,15,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,21,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,112,3,1,2,18,1,0,1,3
0,0,0,0,0,0,0,1,0,0,0,12,4,1,2,37,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,42,1,0,1,31,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,121,3,2,2,33,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,3,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,64,2,1,1,8,0,1,1,2
0,1,0,0,0,0,0,0,0,0,0,10,4,1,1,18,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,72,3,1,1,7,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,9,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,88,3,1,1,32,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,12,3,1,1,23,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,68,2,1,1,9,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,107,3,2,1,29,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,104,4,1,2,23,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,93,3,1,1,11,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,82,2,2,1,27,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,100,3,2,2,9,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,65,2,1,1,6,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,28,1,1,1,7,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,87,3,2,1,15,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,101,3,2,1,32,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,42,1,1,1,22,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,108,3,2,1,25,1,0,1,3
1,0,0,0,0,1,0,0,0,0,0,45,1,1,1,18,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,179,4,2,2,45,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,41,0,1,1,31,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,85,2,1,1,30,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,86,2,1,1,7,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,83,2,2,1,33,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,57,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,29,1,0,1,19,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,85,3,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,56,2,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,67,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,45,1,1,1,24,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,0,1,46,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,30,1,0,1,5,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,2,1,32,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,125,3,2,2,18,0,1,1,3
1,0,0,0,0,0,0,0,0,0,0,163,4,2,2,25,1,0,1,3
1,0,0,0,0,0,1,0,0,0,0,111,4,2,2,11,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,80,2,1,1,26,0,1,1,4
1,0,0,0,0,0,0,1,0,0,0,34,1,1,1,17,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,75,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,201,4,2,2,44,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,96,3,1,2,32,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,153,4,2,2,50,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,28,2,1,2,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,160,3,2,2,27,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,66,3,1,1,35,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,82,1,1,1,42,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,75,2,2,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,121,3,2,2,33,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,63,2,1,1,32,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,74,3,2,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,93,2,2,1,22,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,97,3,1,1,22,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,58,2,1,1,32,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,40,2,1,1,22,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,27,1,0,1,20,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,167,3,2,2,30,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,124,4,2,2,18,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,37,1,0,1,8,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,90,3,2,2,7,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,31,1,1,1,5,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,141,3,2,2,11,1,0,1,3
1,0,0,0,0,0,0,0,1,0,0,123,3,2,2,23,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,31,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,64,1,2,2,30,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,27,1,1,1,17,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,107,3,2,1,22,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,87,2,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,94,1,1,1,20,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,128,4,1,2,9,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,100,3,1,1,7,0,0,1,4
1,0,0,0,0,0,0,0,0,0,1,25,1,1,1,7,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,32,1,1,1,9,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,76,3,2,2,22,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,103,2,2,1,9,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,45,1,1,1,10,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,90,2,2,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,96,2,2,1,8,0,1,1,3
1,0,0,0,0,0,0,0,1,0,0,80,3,1,1,17,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,2,1,21,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,1,1,21,1,0,1,2
1,0,0,0,0,1,0,0,0,0,0,126,4,2,2,12,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,25,1,0,1,5,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,88,2,2,1,15,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,106,3,2,2,40,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,2,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,49,2,1,1,20,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,62,3,1,1,6,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,35,1,1,1,7,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,102,3,2,1,9,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,56,2,1,1,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,55,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,68,1,1,1,23,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,126,4,2,2,9,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,117,3,1,2,30,1,0,1,3
1,0,0,0,0,1,0,0,0,0,0,84,2,2,1,16,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,91,3,2,1,9,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,57,2,1,1,15,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,6,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,95,2,1,1,9,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,120,3,1,1,16,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,30,1,1,1,8,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,92,4,2,2,26,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,39,1,1,1,10,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,123,4,2,2,39,1,0,1,3
1,0,0,0,0,1,0,0,0,0,0,77,2,1,1,19,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,28,2,1,2,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,118,4,2,1,19,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,65,2,1,1,23,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,83,2,2,1,29,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,27,1,1,1,4,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,44,1,0,0,20,0,0,1,2
1,0,0,0,0,0,0,0,1,0,0,64,1,2,2,30,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,30,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,26,1,0,1,30,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,66,2,1,1,32,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,115,3,2,1,14,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,54,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,57,2,2,1,17,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,284,4,2,4,38,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,125,3,2,2,27,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,50,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,66,2,2,1,26,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,38,2,1,1,7,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,85,2,2,1,30,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,35,1,0,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,92,3,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,50,1,1,1,6,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,30,2,1,1,6,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,146,4,2,2,25,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,94,2,2,1,13,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,96,3,2,1,8,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,75,2,2,1,9,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,55,2,1,1,7,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,111,3,2,1,32,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,70,2,1,1,30,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,25,1,1,1,30,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,87,2,1,1,18,1,0,1,2
1,0,0,0,0,1,0,0,0,0,0,88,2,2,1,28,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,80,3,1,1,11,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,43,1,1,1,27,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,85,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,8,1,0,1,4
1,0,0,0,1,0,0,0,0,0,0,58,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,40,1,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,99,4,2,1,9,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,94,3,2,1,18,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,65,2,1,1,17,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,84,3,2,1,6,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,215,4,2,3,29,0,1,1,3
1,0,0,0,0,0,0,0,1,0,0,44,1,1,1,31,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,60,2,1,1,22,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,90,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,40,1,1,1,4,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,42,2,1,1,4,0,1,1,2
1,0,0,0,0,1,0,0,0,0,0,72,1,1,1,16,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,70,2,2,1,9,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,46,1,1,1,29,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,98,3,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,83,2,1,1,25,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,98,2,1,1,45,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,95,3,2,2,22,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,70,4,1,1,3,0,0,1,4
1,0,0,0,0,0,0,0,0,0,1,23,1,0,1,34,0,0,1,4
1,0,0,0,1,0,0,0,0,0,0,118,3,2,2,32,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,41,2,2,2,10,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,91,3,2,1,9,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,79,2,3,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,90,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,28,1,1,1,34,0,0,1,4
1,0,0,0,0,0,0,0,0,0,0,108,4,1,2,15,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,44,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,130,4,2,2,28,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,130,3,2,2,25,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,45,1,0,1,15,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,72,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,43,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,53,2,2,1,6,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,26,1,1,1,8,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,54,2,1,1,32,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,47,2,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,0,1,90,3,1,1,8,1,0,1,4
1,0,0,0,0,0,0,0,0,0,0,90,3,2,1,17,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,22,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,133,3,2,2,42,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,70,2,2,1,9,0,1,1,4
1,0,0,0,1,0,0,0,0,0,0,76,2,1,1,31,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,34,3,2,1,9,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,45,2,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,49,1,2,2,22,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,22,1,1,1,10,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,93,3,2,2,30,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,101,1,1,1,20,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,48,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,173,4,2,2,8,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,64,2,1,1,8,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,128,4,2,2,27,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,83,3,2,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,33,2,1,1,4,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,85,3,1,1,8,1,0,1,4
1,0,0,0,1,0,0,0,0,0,0,78,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,70,2,1,1,18,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,91,2,1,1,41,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,25,1,1,1,9,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,56,2,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,90,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,110,3,1,2,31,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,76,2,1,2,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,64,2,1,1,6,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,54,1,2,1,6,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,34,1,1,1,9,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,22,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,125,4,2,2,28,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,90,2,1,1,7,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,41,1,1,1,28,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,35,1,0,1,18,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,107,3,2,1,29,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,100,3,1,2,9,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,110,4,2,2,7,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,60,2,1,1,4,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,14,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,40,1,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,31,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,32,1,1,1,22,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,91,3,1,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,71,2,1,1,9,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,114,3,2,2,28,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,30,1,1,1,7,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,103,3,2,1,18,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,191,4,2,2,52,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,59,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,129,3,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,48,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,116,3,2,2,28,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,77,2,1,1,19,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,67,2,1,1,11,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,128,3,2,2,31,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,129,3,2,2,18,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,70,2,2,1,27,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,101,3,1,1,17,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,45,1,1,1,22,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,112,4,2,2,26,0,1,1,3
